A,B,mean(A),mean(B),diff,se,T,df,pval,hedges
Midwest,Northeast,5.260596978557505,5.932829580682003,-0.672232602124498,0.04063766783092111,-16.54210583445435,6531.901702021714,0.0,-0.4022179828412824
Northeast,West,5.932829580682003,5.47988604469097,0.4529435359910332,0.03959627841865907,11.43904311415265,6708.294140794256,0.0,0.26650999509973206
Northeast,South,5.932829580682003,5.499284679886951,0.43354490079505226,0.038681042986406025,11.20820089953149,6595.687012342508,1.2597700660421651e-12,0.2581810321005067
Midwest,South,5.260596978557505,5.499284679886951,-0.23868770132944572,0.03748717838655679,-6.367182370147152,8147.273714672865,1.2184372399914878e-09,-0.1384977519062352
Midwest,West,5.260596978557505,5.47988604469097,-0.21928906613346477,0.038430856371896076,-5.706067645524227,8096.429188888041,7.171459137644831e-08,-0.1258262220310638
South,West,5.499284679886951,5.47988604469097,0.01939863519598095,0.03635565652353449,0.5335795595775703,9131.380687144334,0.9508992142820725,0.011136602511274666
